title,address,access,age,floor,fee,management_fee,deposit,gratuity,madori,menseki
都営大江戸線 西新宿五丁目駅 3階建 築26年,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
ＪＲ山手線/新宿駅 歩15分
","
築26年
3階建
","
											1-3階",48万円,-,48万円,24万円,7LDK,130.47m2
都営大江戸線 西新宿五丁目駅 3階建 築26年,東京都新宿区西新宿４,"
都営大江戸線/西新宿五丁目駅 歩5分
京王新線/初台駅 歩11分
ＪＲ山手線/新宿駅 歩15分
","
築26年
3階建
","
											1-3階",48万円,-,48万円,24万円,7LDK,130.47m2
ザ・パークハウス市谷加賀町,東京都新宿区市谷加賀町２,"
都営大江戸線/牛込柳町駅 歩4分
都営新宿線/曙橋駅 歩12分
東京メトロ東西線/神楽坂駅 歩14分
","
築9年
地下1地上5階建
","
											5階",35万円,25000円,35万円,35万円,3LDK,84.27m2
ザ・パークハウス市谷加賀町レジデンス,東京都新宿区市谷加賀町１,"
都営大江戸線/牛込柳町駅 歩6分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/市ケ谷駅 歩11分
","
新築
地下1地上7階建
","
											1階",32万円,15000円,64万円,32万円,2LDK,60.37m2
ザ・パークハウス市谷加賀町レジデンス,東京都新宿区市谷加賀町１,"
都営大江戸線/牛込柳町駅 歩6分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/市ケ谷駅 歩11分
","
新築
地下1地上7階建
","
											3階",34.5万円,-,34.5万円,34.5万円,2LDK,60.37m2
ザ・パークハウス市谷加賀町レジデンス,東京都新宿区市谷加賀町１,"
都営大江戸線/牛込柳町駅 歩6分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/市ケ谷駅 歩11分
","
新築
地下1地上7階建
","
											5階",34万円,10000円,34万円,34万円,3LDK,71.75m2
ザ・パークハウス市谷加賀町レジデンス,東京都新宿区市谷加賀町１,"
都営大江戸線/牛込柳町駅 歩6分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/市ケ谷駅 歩11分
","
新築
地下1地上7階建
","
											5階",34万円,10000円,34万円,34万円,3LDK,71.75m2
ザ・パークハウス市谷加賀町レジデンス,東京都新宿区市谷加賀町１,"
都営大江戸線/牛込柳町駅 歩6分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/市ケ谷駅 歩11分
","
新築
地下1地上7階建
","
											4階",35万円,20000円,35万円,35万円,3LDK,73.41m2
ザ・パークハウス市谷加賀町レジデンス,東京都新宿区市谷加賀町１,"
都営大江戸線/牛込柳町駅 歩6分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/市ケ谷駅 歩11分
","
新築
地下1地上7階建
","
											4階",37.5万円,-,37.5万円,-,3LDK,77.55m2
センテナリオ市谷二十騎町,東京都新宿区二十騎町,"
都営大江戸線/牛込柳町駅 歩5分
東京メトロ東西線/神楽坂駅 歩12分
東京メトロ南北線/市ケ谷駅 歩13分
","
築4年
5階建
","
											3階",10.5万円,8000円,10.5万円,-,1K,25.72m2
センテナリオ市谷二十騎町,東京都新宿区二十騎町,"
都営大江戸線/牛込柳町駅 歩5分
東京メトロ東西線/神楽坂駅 歩12分
東京メトロ南北線/市ケ谷駅 歩13分
","
築4年
5階建
","
											3階",11.2万円,8000円,11.2万円,11.2万円,1K,25.72m2
センテナリオ市谷二十騎町,東京都新宿区二十騎町,"
都営大江戸線/牛込柳町駅 歩5分
東京メトロ東西線/神楽坂駅 歩12分
東京メトロ南北線/市ケ谷駅 歩13分
","
築4年
5階建
","
											5階",24万円,15000円,24万円,-,2LDK,51.81m2
センテナリオ市谷二十騎町,東京都新宿区二十騎町,"
都営大江戸線/牛込柳町駅 歩5分
東京メトロ東西線/神楽坂駅 歩12分
東京メトロ南北線/市ケ谷駅 歩13分
","
築4年
5階建
","
											5階",24.5万円,15000円,24.5万円,-,2LDK,51.81m2
センテナリオ市谷二十騎町,東京都新宿区二十騎町,"
都営大江戸線/牛込柳町駅 歩5分
東京メトロ東西線/神楽坂駅 歩12分
東京メトロ南北線/市ケ谷駅 歩13分
","
築4年
5階建
","
											5階",26.4万円,15000円,26.4万円,-,2LDK,56.63m2
センテナリオ市谷二十騎町,東京都新宿区二十騎町,"
都営大江戸線/牛込柳町駅 歩5分
東京メトロ東西線/神楽坂駅 歩12分
東京メトロ南北線/市ケ谷駅 歩13分
","
築4年
5階建
","
											5階",27万円,15000円,27万円,27万円,2LDK,56.63m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											2階",12.3万円,10000円,12.3万円,-,1K,25.88m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											5階",12.3万円,10000円,12.3万円,-,1K,25.88m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											2階",12.5万円,10000円,12.5万円,-,1K,25.88m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											7階",12.5万円,10000円,12.5万円,-,1K,25.88m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											10階",12.7万円,10000円,12.7万円,-,1K,26.32m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											1階",23.9万円,15000円,23.9万円,-,2LDK,52.16m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											2階",24.4万円,15000円,24.4万円,-,2LDK,52.2m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											1階",25万円,15000円,25万円,-,2LDK,52.16m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											2階",25.4万円,15000円,25.4万円,-,2LDK,50.8m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											2階",25.4万円,15000円,25.4万円,-,2LDK,50.8m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											10階",27.4万円,15000円,27.4万円,-,2LDK,52.16m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											11階",27.6万円,15000円,27.6万円,-,2LDK,52.16m2
東京メトロ南北線 飯田橋駅 13階建 築4年,東京都新宿区新小川町,"
東京メトロ南北線/飯田橋駅 歩4分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ東西線/神楽坂駅 歩11分
","
築4年
13階建
","
											10階",27.6万円,15000円,27.6万円,-,2LDK,52.16m2
レジディア市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩5分
東京メトロ南北線/市ケ谷駅 歩5分
ＪＲ総武線/四ツ谷駅 歩6分
","
築18年
地下1地上14階建
","
											7階",10.8万円,10000円,10.8万円,10.8万円,1K,21.42m2
レジディア市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩5分
東京メトロ南北線/市ケ谷駅 歩5分
ＪＲ総武線/四ツ谷駅 歩6分
","
築18年
地下1地上14階建
","
											3階",15.8万円,10000円,15.8万円,-,1LDK,37.65m2
レジディア市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩5分
東京メトロ南北線/市ケ谷駅 歩5分
ＪＲ総武線/四ツ谷駅 歩6分
","
築18年
地下1地上14階建
","
											7階",16.2万円,10000円,16.2万円,16.2万円,1LDK,37.65m2
レジディア市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩5分
東京メトロ南北線/市ケ谷駅 歩5分
ＪＲ総武線/四ツ谷駅 歩6分
","
築18年
地下1地上14階建
","
											9階",16.4万円,10000円,16.4万円,16.4万円,1LDK,37.65m2
レジディア市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩5分
東京メトロ南北線/市ケ谷駅 歩5分
ＪＲ総武線/四ツ谷駅 歩6分
","
築18年
地下1地上14階建
","
											9階",23.7万円,15000円,23.7万円,23.7万円,2LDK,53.1m2
レジディア市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩5分
東京メトロ南北線/市ケ谷駅 歩5分
ＪＲ総武線/四ツ谷駅 歩6分
","
築18年
地下1地上14階建
","
											6階",25.3万円,15000円,25.3万円,25.3万円,2LDK,56.5m2
KURA牛込柳町,東京都新宿区原町１,"
都営大江戸線/牛込柳町駅 歩4分
東京メトロ東西線/早稲田駅 歩9分
都営大江戸線/若松河田駅 歩12分
","
築1年
地下1地上3階建
","
											1階",11.6万円,5000円,11.6万円,-,1LDK,30.34m2
KURA牛込柳町,東京都新宿区原町１,"
都営大江戸線/牛込柳町駅 歩4分
東京メトロ東西線/早稲田駅 歩9分
都営大江戸線/若松河田駅 歩12分
","
築1年
地下1地上3階建
","
											B1階",11.6万円,5000円,11.6万円,-,1LDK,30.34m2
KURA牛込柳町,東京都新宿区原町１,"
都営大江戸線/牛込柳町駅 歩4分
東京メトロ東西線/早稲田駅 歩9分
都営大江戸線/若松河田駅 歩12分
","
築1年
地下1地上3階建
","
											1階",11.6万円,5000円,11.6万円,-,1LDK,30.34m2
KURA牛込柳町,東京都新宿区原町１,"
都営大江戸線/牛込柳町駅 歩4分
東京メトロ東西線/早稲田駅 歩9分
都営大江戸線/若松河田駅 歩12分
","
築1年
地下1地上3階建
","
											3階",13.3万円,5000円,13.3万円,-,1LDK,31.8m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											1階",19.9万円,-,19.9万円,19.9万円,1LDK,41.59m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											2階",20.2万円,-,20.2万円,20.2万円,1SLDK,41.59m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											4階",20.4万円,-,20.4万円,20.4万円,1LDK,41.59m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											6階",20.6万円,-,20.6万円,20.6万円,1LDK,41.59m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											7階",20.7万円,-,20.7万円,20.7万円,1SLDK,41.59m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											8階",20.8万円,-,20.8万円,20.8万円,1LDK,41.59m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											9階",20.9万円,-,20.9万円,20.9万円,1LDK,41.59m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											1階",26.9万円,-,26.9万円,26.9万円,2LDK,56.18m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											2階",27.2万円,-,27.2万円,27.2万円,2LDK,56.18m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											3階",27.3万円,-,27.3万円,27.3万円,2LDK,56.18m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											3階",27.3万円,-,27.3万円,27.3万円,2LDK,56.18m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											2階",27.7万円,-,27.7万円,27.7万円,2SLDK,56.18m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											3階",27.8万円,-,27.8万円,27.8万円,2SLDK,56.18m2
ハイグラウンド神楽坂,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
ＪＲ中央線/飯田橋駅 歩6分
","
新築
12階建
","
											7階",28.2万円,-,28.2万円,28.2万円,2LDK,56.18m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											1階",19.9万円,-,19.9万円,19.9万円,1LDK,41.59m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											4階",20.4万円,-,20.4万円,20.4万円,1LDK,41.59m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											5階",20.5万円,-,20.5万円,20.5万円,1LDK,41.59m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											6階",20.6万円,-,20.6万円,20.6万円,1LDK,41.59m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											8階",20.8万円,-,20.8万円,20.8万円,1LDK,41.59m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											1階",26.9万円,-,26.9万円,26.9万円,2LDK,56.18m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											2階",27.2万円,-,27.2万円,27.2万円,2LDK,56.18m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											3階",27.3万円,-,27.3万円,27.3万円,2LDK,56.18m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											3階",27.3万円,-,27.3万円,27.3万円,2LDK,56.18m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											7階",28.2万円,-,28.2万円,28.2万円,2LDK,56.18m2
都営大江戸線 牛込神楽坂駅 12階建 新築,東京都新宿区白銀町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩5分
東京メトロ有楽町線/飯田橋駅 歩6分
","
新築
12階建
","
											8階",28.3万円,-,28.3万円,28.3万円,2LDK,56.18m2
グランハイツ曙橋,東京都新宿区住吉町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩8分
都営大江戸線/若松河田駅 歩15分
","
築3年
14階建
","
											6階",11.2万円,10000円,11.2万円,11.2万円,1K,26.21m2
グランハイツ曙橋,東京都新宿区住吉町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩8分
都営大江戸線/若松河田駅 歩15分
","
築3年
14階建
","
											6階",14.2万円,10000円,14.2万円,-,1LDK,33.55m2
グランハイツ曙橋,東京都新宿区住吉町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩8分
都営大江戸線/若松河田駅 歩15分
","
築3年
14階建
","
											8階",14.3万円,10000円,14.3万円,-,1LDK,33.55m2
グランハイツ曙橋,東京都新宿区住吉町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩8分
都営大江戸線/若松河田駅 歩15分
","
築3年
14階建
","
											11階",14.5万円,10000円,14.5万円,-,1LDK,33.55m2
グランハイツ曙橋,東京都新宿区住吉町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩8分
都営大江戸線/若松河田駅 歩15分
","
築3年
14階建
","
											6階",14.5万円,10000円,14.5万円,-,1LDK,33.55m2
グランハイツ曙橋,東京都新宿区住吉町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩8分
都営大江戸線/若松河田駅 歩15分
","
築3年
14階建
","
											8階",14.6万円,10000円,14.6万円,-,1LDK,33.55m2
グランハイツ曙橋,東京都新宿区住吉町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩8分
都営大江戸線/若松河田駅 歩15分
","
築3年
14階建
","
											11階",14.8万円,10000円,14.8万円,14.8万円,1LDK,33.55m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											4階",14.5万円,10000円,14.5万円,-,1DK,31.44m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											1階",15.5万円,10000円,15.5万円,-,1DK,37.18m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											2階",15.8万円,10000円,15.8万円,15.8万円,1DK,31.44m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											2階",15.8万円,10000円,15.8万円,15.8万円,1DK,31.44m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											4階",18.5万円,10000円,18.5万円,27.75万円,1LDK,38.72m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											4階",19.4万円,10000円,19.4万円,19.4万円,1LDK,47.55m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											4階",19.5万円,10000円,19.5万円,29.25万円,1LDK,47.56m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											2階",23.3万円,12000円,23.3万円,34.95万円,2LDK,54.88m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											2階",23.3万円,12000円,23.3万円,34.95万円,2LDK,54.88m2
神楽坂南町ハウス,東京都新宿区南町,"
都営大江戸線/牛込神楽坂駅 歩4分
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/飯田橋駅 歩8分
","
築12年
地下1地上6階建
","
											2階",23.8万円,10000円,23.8万円,47.6万円,2LDK,53.96m2
