title,address,access,age,floor,fee,management_fee,deposit,gratuity,madori,menseki
ＪＲ中央線 東中野駅 地下1地上10階建 築14年,東京都新宿区北新宿４,"
ＪＲ中央線/東中野駅 歩8分
東京メトロ東西線/落合駅 歩8分
西武新宿線/中井駅 歩16分
","
築14年
地下1地上10階建
","
											8階",25万円,20000円,25万円,25万円,3LDK,82.92m2
東京メトロ東西線 神楽坂駅 12階建 築6年,東京都新宿区早稲田鶴巻町,"
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩5分
都営大江戸線/牛込柳町駅 歩15分
","
築6年
12階建
","
											6階",11.4万円,7500円,-,11.4万円,1K,30.12m2
東京メトロ東西線 神楽坂駅 12階建 築6年,東京都新宿区早稲田鶴巻町,"
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩5分
都営大江戸線/牛込柳町駅 歩15分
","
築6年
12階建
","
											9階",14万円,7500円,-,14万円,1DK,35.88m2
東京メトロ東西線 神楽坂駅 12階建 築6年,東京都新宿区早稲田鶴巻町,"
東京メトロ東西線/神楽坂駅 歩10分
東京メトロ有楽町線/江戸川橋駅 歩5分
都営大江戸線/牛込柳町駅 歩15分
","
築6年
12階建
","
											9階",14万円,7500円,-,14万円,1DK,35.88m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											4階",9.1万円,8000円,9.1万円,-,1K,20.48m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											6階",9.3万円,8000円,9.3万円,-,1K,21.05m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											4階",9.8万円,8000円,9.8万円,9.8万円,1K,20.48m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											6階",10万円,8000円,10万円,10万円,1K,21.05m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											9階",16.3万円,12000円,16.3万円,-,1LDK,37.96m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											9階",16.9万円,9000円,16.9万円,-,1LDK,38.51m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											9階",16.9万円,9000円,16.9万円,-,1LDK,38.51m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											9階",16.6万円,12000円,16.6万円,-,1LDK,37.96m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											11階",16.8万円,12000円,16.8万円,-,1LDK,38.51m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											9階",17万円,12000円,17万円,17万円,1LDK,37.96m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											9階",17.3万円,12000円,17.3万円,17.3万円,1LDK,38.51m2
プライムアーバン神楽坂,東京都新宿区山吹町,"
東京メトロ有楽町線/江戸川橋駅 歩3分
東京メトロ東西線/神楽坂駅 歩8分
都営大江戸線/牛込神楽坂駅 歩16分
","
築15年
11階建
","
											11階",17.5万円,12000円,17.5万円,17.5万円,1LDK,38.51m2
レガリス新宿落合,東京都新宿区上落合１,"
都営大江戸線/中井駅 歩5分
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩11分
","
築4年
4階建
","
											1階",9.65万円,10000円,9.65万円,9.65万円,1K,25.38m2
レガリス新宿落合,東京都新宿区上落合１,"
都営大江戸線/中井駅 歩5分
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩11分
","
築4年
4階建
","
											1階",9.65万円,10000円,9.65万円,9.65万円,1K,25.38m2
レガリス新宿落合,東京都新宿区上落合１,"
都営大江戸線/中井駅 歩5分
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩11分
","
築4年
4階建
","
											2階",9.75万円,10000円,9.75万円,9.75万円,1K,25.38m2
レガリス新宿落合,東京都新宿区上落合１,"
都営大江戸線/中井駅 歩5分
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩11分
","
築4年
4階建
","
											1階",9.9万円,10000円,9.9万円,9.9万円,1K,25.38m2
レガリス新宿落合,東京都新宿区上落合１,"
都営大江戸線/中井駅 歩5分
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩11分
","
築4年
4階建
","
											2階",9.9万円,10000円,9.9万円,9.9万円,1K,25.38m2
レガリス新宿落合,東京都新宿区上落合１,"
都営大江戸線/中井駅 歩5分
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩11分
","
築4年
4階建
","
											2階",9.95万円,10000円,9.95万円,9.95万円,1K,25.38m2
レガリス新宿落合,東京都新宿区上落合１,"
都営大江戸線/中井駅 歩5分
東京メトロ東西線/落合駅 歩5分
ＪＲ中央線/東中野駅 歩11分
","
築4年
4階建
","
											3階",10.15万円,10000円,10.15万円,10.15万円,1K,25.38m2
メゾン・ド・コリーヌ市ヶ谷,東京都新宿区市谷田町３,"
東京メトロ南北線/市ケ谷駅 歩5分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/飯田橋駅 歩11分
","
築10年
6階建
","
											4階",15.6万円,10000円,15.6万円,15.6万円,1LDK,37.38m2
メゾン・ド・コリーヌ市ヶ谷,東京都新宿区市谷田町３,"
東京メトロ南北線/市ケ谷駅 歩5分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/飯田橋駅 歩11分
","
築10年
6階建
","
											2階",18.3万円,10000円,18.3万円,18.3万円,1LDK,46.21m2
メゾン・ド・コリーヌ市ヶ谷,東京都新宿区市谷田町３,"
東京メトロ南北線/市ケ谷駅 歩5分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/飯田橋駅 歩11分
","
築10年
6階建
","
											2階",18.3万円,10000円,18.3万円,18.3万円,1LDK,46.21m2
メゾン・ド・コリーヌ市ヶ谷,東京都新宿区市谷田町３,"
東京メトロ南北線/市ケ谷駅 歩5分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/飯田橋駅 歩11分
","
築10年
6階建
","
											5階",33万円,12000円,33万円,33万円,2LDK,78.82m2
メゾン・ド・コリーヌ市ヶ谷,東京都新宿区市谷田町３,"
東京メトロ南北線/市ケ谷駅 歩5分
都営大江戸線/牛込神楽坂駅 歩8分
東京メトロ南北線/飯田橋駅 歩11分
","
築10年
6階建
","
											4階",33万円,12000円,33万円,33万円,3LDK,78.12m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											2階",10.59万円,12050円,10.59万円,10.59万円,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											2階",10.6万円,12050円,10.6万円,10.6万円,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											4階",11万円,12050円,11万円,-,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											9階",11万円,13000円,-,-,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											8階",11.1万円,12050円,11.1万円,-,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											4階",11.8万円,7000円,-,11.8万円,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											8階",11.3万円,12050円,11.3万円,-,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											8階",11.49万円,12050円,11.49万円,11.49万円,1DK,26.2m2
エステムプラザ飯田橋タワーレジデンス,東京都新宿区新小川町,"
東京メトロ東西線/飯田橋駅 歩8分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ東西線/神楽坂駅 歩15分
","
築11年
14階建
","
											8階",11.5万円,12050円,11.5万円,11.5万円,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											2階",10.6万円,12050円,10.6万円,10.6万円,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											4階",10.99万円,12050円,10.99万円,-,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											4階",11万円,12050円,11万円,-,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											9階",11万円,13000円,-,-,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											8階",11.1万円,12050円,11.1万円,-,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											7階",11.5万円,10000円,11.5万円,5.75万円,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											10階",11.3万円,12050円,11.3万円,11.3万円,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											4階",11.3万円,12050円,11.3万円,-,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											8階",11.49万円,12050円,11.49万円,11.49万円,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											8階",11.5万円,12050円,11.5万円,11.5万円,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											4階",11.5万円,12050円,11.5万円,11.5万円,1DK,26.2m2
ＪＲ中央線 飯田橋駅 14階建 築11年,東京都新宿区新小川町,"
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ丸ノ内線/後楽園駅 歩12分
東京メトロ東西線/神楽坂駅 歩10分
","
築11年
14階建
","
											13階",23.5万円,25000円,23.5万円,23.5万円,2LDK,54m2
ＪＲ中央線 東中野駅 3階建 築12年,東京都新宿区北新宿３,"
ＪＲ中央線/東中野駅 歩8分
ＪＲ中央線/大久保駅 歩5分
東京メトロ丸ノ内線/中野坂上駅 歩15分
","
築12年
3階建
","
											3階",7.8万円,3000円,7.8万円,7.8万円,1K,20.09m2
ＪＲ中央線 東中野駅 3階建 築12年,東京都新宿区北新宿３,"
ＪＲ中央線/東中野駅 歩8分
ＪＲ中央線/大久保駅 歩5分
東京メトロ丸ノ内線/中野坂上駅 歩15分
","
築12年
3階建
","
											2階",8.2万円,3000円,8.2万円,8.2万円,1K,20.09m2
ＪＲ中央線 東中野駅 3階建 築12年,東京都新宿区北新宿３,"
ＪＲ中央線/東中野駅 歩8分
ＪＲ中央線/大久保駅 歩5分
東京メトロ丸ノ内線/中野坂上駅 歩15分
","
築12年
3階建
","
											3階",8.5万円,3000円,8.5万円,8.5万円,1K,24m2
la maison blanche 西早稲田,東京都新宿区高田馬場１,"
東京メトロ副都心線/西早稲田駅 歩2分
東京メトロ東西線/高田馬場駅 歩7分
ＪＲ山手線/高田馬場駅 歩10分
","
築2年
3階建
","
											2階",17.9万円,6000円,17.9万円,17.9万円,1LDK,43.34m2
都営新宿線 曙橋駅 5階建 築4年,東京都新宿区四谷坂町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩9分
ＪＲ中央線/四ツ谷駅 歩10分
","
築4年
5階建
","
											3階",11.6万円,10000円,11.6万円,-,1K,25.31m2
都営新宿線 曙橋駅 5階建 築4年,東京都新宿区四谷坂町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩9分
ＪＲ中央線/四ツ谷駅 歩10分
","
築4年
5階建
","
											3階",11.7万円,10000円,11.7万円,11.7万円,1K,25.31m2
都営新宿線 曙橋駅 5階建 築4年,東京都新宿区四谷坂町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩9分
ＪＲ中央線/四ツ谷駅 歩10分
","
築4年
5階建
","
											5階",11.9万円,10000円,11.9万円,-,1K,25.31m2
都営新宿線 曙橋駅 5階建 築4年,東京都新宿区四谷坂町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩9分
ＪＲ中央線/四ツ谷駅 歩10分
","
築4年
5階建
","
											2階",13万円,15000円,13万円,-,1DK,30.64m2
都営新宿線 曙橋駅 5階建 築4年,東京都新宿区四谷坂町,"
都営新宿線/曙橋駅 歩4分
東京メトロ丸ノ内線/四谷三丁目駅 歩9分
ＪＲ中央線/四ツ谷駅 歩10分
","
築4年
5階建
","
											3階",13.1万円,15000円,13.1万円,-,1DK,30.64m2
プライムアーバン市谷仲之町,東京都新宿区市谷仲之町,"
都営新宿線/曙橋駅 歩3分
都営大江戸線/牛込柳町駅 歩10分
東京メトロ丸ノ内線/四谷三丁目駅 歩10分
","
築16年
5階建
","
											3階",19.2万円,10000円,19.2万円,19.2万円,1LDK,44.1m2
ザ・パークハウス市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩4分
東京メトロ丸ノ内線/四ツ谷駅 歩11分
都営新宿線/曙橋駅 歩12分
","
築2年
地下1地上11階建
","
											3階",26.7万円,-,26.7万円,26.7万円,1LDK,47.54m2
ザ・パークハウス市ヶ谷,東京都新宿区市谷本村町,"
東京メトロ有楽町線/市ケ谷駅 歩4分
東京メトロ丸ノ内線/四ツ谷駅 歩11分
都営新宿線/曙橋駅 歩12分
","
築2年
地下1地上11階建
","
											7階",26.5万円,10000円,26.5万円,26.5万円,1LDK,47.11m2
京王新線 初台駅 3階建 築47年,東京都新宿区西新宿３,"
京王新線/初台駅 歩8分
都営大江戸線/都庁前駅 歩10分
ＪＲ山手線/新宿駅 歩13分
","
築47年
3階建
","
											1-3階",42万円,33500円,84万円,42万円,4LDK,144.58m2
京王新線 初台駅 3階建 築47年,東京都新宿区西新宿３,"
京王新線/初台駅 歩8分
都営大江戸線/都庁前駅 歩10分
ＪＲ山手線/新宿駅 歩13分
","
築47年
3階建
","
											1-3階",42万円,33500円,84万円,42万円,4LDK,144.58m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											3階",11万円,3000円,5.5万円,11万円,1K,27.03m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											5階",11万円,3000円,5.5万円,11万円,1K,26.91m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											5階",11.1万円,3000円,5.55万円,11.1万円,1K,26.91m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											8階",11.3万円,3000円,5.65万円,11.3万円,1K,27.03m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											3階",16.5万円,3000円,8.25万円,16.5万円,1LDK,42.74m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											6階",16.8万円,3000円,8.4万円,16.8万円,1LDK,42.74m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											10階",22万円,3000円,11万円,22万円,2LDK,54.55m2
東京メトロ東西線 早稲田駅 13階建 築5年,東京都新宿区弁天町,"
東京メトロ東西線/早稲田駅 歩6分
東京メトロ有楽町線/江戸川橋駅 歩12分
都営大江戸線/牛込柳町駅 歩10分
","
築5年
13階建
","
											8階",22.5万円,3000円,11.25万円,22.5万円,2LDK,54.55m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											1階",7.7万円,10000円,7.7万円,-,ワンルーム,27.35m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											1階",7.7万円,10000円,7.7万円,-,ワンルーム,24.09m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											2階",7.9万円,10000円,7.9万円,-,1K,25.76m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											3階",8万円,10000円,8万円,-,ワンルーム,23.71m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											6階",8.3万円,10000円,8.3万円,-,ワンルーム,24.09m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											1階",8.8万円,10000円,8.8万円,-,1K,26.86m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											4階",9.4万円,10000円,9.4万円,-,1K,26.86m2
レジディア中落合B,東京都新宿区中落合１,"
ＪＲ山手線/高田馬場駅 歩20分
都営大江戸線/中井駅 歩6分
西武新宿線/下落合駅 歩5分
","
築15年
7階建
","
											3階",9.9万円,10000円,9.9万円,-,1K,32.79m2
リノ西落合,東京都新宿区西落合４,"
西武池袋線/東長崎駅 歩5分
都営大江戸線/落合南長崎駅 歩6分
西武新宿線/中井駅 歩11分
","
築4年
5階建
","
											4階",8万円,7000円,-,-,ワンルーム,21.66m2
リノ西落合,東京都新宿区西落合４,"
西武池袋線/東長崎駅 歩5分
都営大江戸線/落合南長崎駅 歩6分
西武新宿線/中井駅 歩11分
","
築4年
5階建
","
											5階",8万円,7000円,-,-,ワンルーム,21.66m2
リノ西落合,東京都新宿区西落合４,"
西武池袋線/東長崎駅 歩5分
都営大江戸線/落合南長崎駅 歩6分
西武新宿線/中井駅 歩11分
","
築4年
5階建
","
											5階",8万円,8000円,-,-,ワンルーム,21.66m2
リノ西落合,東京都新宿区西落合４,"
西武池袋線/東長崎駅 歩5分
都営大江戸線/落合南長崎駅 歩6分
西武新宿線/中井駅 歩11分
","
築4年
5階建
","
											4階",8万円,8000円,-,-,ワンルーム,21.66m2
